32.2	business	business	NN	O		
32.3	be	be	VB	O		
32.4	focused	focus	VBN	O		
32.5	on	on	IN	O		
32.6	your	you	PRP$	O		
32.7	satisfaction	satisfaction	NN	O		

33.1	Better	better	RBR	O		
33.2	stop	stop	VB	O		
33.3	off	off	RP	O		
33.4	at	at	IN	O		
33.5	the	the	DT	O		
33.6	library	library	NN	O		

34.1	Better	better	RBR	O		
34.2	try	try	VB	O		
34.3	to	to	TO	O		
34.4	go	go	VB	O		
34.5	to	to	TO	O		
34.6	the	the	DT	O		
34.7	library	library	NN	O		

35.1	not	not	RB	O		
35.2	one	one	CD	NUMBER	1.0	
35.3	agree	agree	VBP	O		
35.4	with	with	IN	O		
35.5	him	he	PRP	O		

36.1	not	not	RB	O		
36.2	one	one	CD	NUMBER	1.0	
36.3	tend	tend	VBP	O		
36.4	to	to	TO	O		
36.5	agree	agree	VB	O		
36.6	with	with	IN	O		
36.7	him	he	PRP	O		

37.1	Neutering	neuter	VBG	O		
37.2	hurt	hurt	VB	O		
37.3	my	my	PRP$	O		
37.4	pet	pet	NN	O		

38.1	Neutering	neuter	VBG	O		
38.2	harm	harm	NN	O		
38.3	my	my	PRP$	O		
38.4	pet	pet	NN	O		

39.1	width	width	NN	O		
39.2	remain	remain	VBP	O		
39.3	the	the	DT	O		
39.4	same	same	JJ	O		

40.1	width	width	NN	O		
40.2	remain	remain	VBP	O		
40.3	about	about	IN	O		
40.4	the	the	DT	O		
40.5	same	same	JJ	O		

41.1	this	this	DT	O		
41.2	post	post	NN	O		
41.3	be	be	VB	O		
41.4	all	all	DT	O		
41.5	about	about	IN	O		
41.6	the	the	DT	O		
41.7	differences	difference	NNS	O		

42.1	this	this	DT	O		
42.2	post	post	NN	O		
42.3	be	be	VB	O		
42.4	about	about	IN	O		
42.5	the	the	DT	O		
42.6	differences	difference	NNS	O		

43.1	their	they	PRP$	O		
43.2	cards	card	NNS	O		
43.3	win	win	VBP	O		
43.4	the	the	DT	O		
43.5	pot	pot	NN	O		

44.1	their	they	PRP$	O		
44.2	cards	card	NNS	O		
44.3	end	end	VB	O		
44.4	up	up	RP	O		
44.5	win	win	VB	O		
44.6	the	the	DT	O		
44.7	pot	pot	NN	O		

45.1	the	the	DT	O		
45.2	publics	public	NNS	O		
45.3	need	need	VBP	O		
45.4	to	to	TO	O		
45.5	protect	protect	VB	O		
45.6	itself	itself	PRP	O		

46.1	the	the	DT	O		
46.2	publics	public	NNS	O		
46.3	need	need	VBP	O		
46.4	to	to	TO	O		
46.5	defend	defend	VB	O		
46.6	itself	itself	PRP	O		

47.1	Some	some	DT	O		
47.2	insurance	insurance	NN	O		
47.3	companies	company	NNS	O		
47.4	view	view	VBP	O		
47.5	biofeedback	biofeedback	NN	O		

48.1	Some	some	DT	O		
48.2	insurance	insurance	NN	O		
48.3	companies	company	NNS	O		
48.4	check	check	VBP	O		
48.5	biofeedback	biofeedback	NN	O		

49.1	Doctors	doctor	NNS	O		
49.2	recommend	recommend	VBP	O		
49.3	take	take	VB	O		
49.4	Frova	frova	NN	PERSON		

50.1	Doctors	doctor	NNS	O		
50.2	recommend	recommend	VBP	O		
50.3	have	have	VBP	O		
50.4	Frova	frova	NN	PERSON		

51.1	Agriculture	Agriculture	NNP	O		
51.2	be	be	VB	O		
51.3	big	big	JJ	O		
51.4	business	business	NN	O		
51.5	in	in	IN	O		
51.6	the	the	DT	O		
51.7	United	United	NNP	LOCATION		
51.8	States	States	NNPS	LOCATION		

52.1	Agriculture	Agriculture	NNP	O		
52.2	be	be	VB	O		
52.3	huge	huge	JJ	O		
52.4	in	in	IN	O		
52.5	the	the	DT	O		
52.6	United	United	NNP	LOCATION		
52.7	States	States	NNPS	LOCATION		

53.1	This	this	DT	O		
53.2	software	software	NN	O		
53.3	be	be	VB	O		
53.4	aimed	aim	VBN	O		
53.5	for	for	IN	O		
53.6	authors	author	NNS	O		

54.1	This	this	DT	O		
54.2	software	software	NN	O		
54.3	be	be	VB	O		
54.4	designed	design	VBN	O		
54.5	to	to	TO	O		
54.6	help	help	VB	O		
54.7	authors	author	NNS	O		

55.1	Only	only	RB	O		
55.2	registered	register	VBN	O		
55.3	users	user	NNS	O		
55.4	send	send	VB	O		
55.5	e-mail	e-mail	NN	O		
55.6	to	to	TO	O		
55.7	other	other	JJ	O		
55.8	users	user	NNS	O		

56.1	Only	only	RB	O		
56.2	registered	register	VBN	O		
56.3	users	user	NNS	O		
56.4	email	email	VB	O		
56.5	to	to	TO	O		
56.6	other	other	JJ	O		
56.7	users	user	NNS	O		

57.1	Bose	bose	NN	PERSON		
57.2	need	need	NN	O		
57.3	to	to	TO	O		
57.4	upgrade	upgrade	VB	O		
57.5	this	this	DT	O		
57.6	product	product	NN	O		

58.1	Bose	bose	NN	PERSON		
58.2	need	need	NN	O		
58.3	to	to	TO	O		
58.4	change	change	VB	O		
58.5	this	this	DT	O		
58.6	product	product	NN	O		

59.1	Dad	Dad	NNP	O		
59.2	end	end	VB	O		
59.3	up	up	RP	O		
59.4	marry	marry	VB	O		
59.5	Mom	mom	NN	O		

60.1	Dad	Dad	NNP	O		
60.2	wed	wed	VBD	DATE	XXXX-WXX-3	<TIMEX3 tid="t3" type="DATE" value="XXXX-WXX-3">wed</TIMEX3>
60.3	Mom	mom	NN	O		

61.1	Bonding	bonding	NN	O		
61.2	be	be	VB	O		
61.3	done	do	VBN	O		
61.4	with	with	IN	O		
61.5	composite	composite	JJ	O		
61.6	fillings	filling	NNS	O		

62.1	Bonding	bonding	NN	O		
62.2	be	be	VB	O		
62.3	handled	handle	VBN	O		
62.4	with	with	IN	O		
62.5	composite	composite	JJ	O		
62.6	fillings	filling	NNS	O		

63.1	Weight	Weight	NNP	O		
63.2	management	management	NN	O		
63.3	be	be	VB	O		
63.4	all	all	DT	O		
63.5	about	about	IN	O		
63.6	energy	energy	NN	O		
63.7	balance	balance	NN	O		

64.1	Weight	Weight	NNP	O		
64.2	management	management	NN	O		
64.3	be	be	VB	O		
64.4	about	about	IN	O		
64.5	energy	energy	NN	O		
64.6	balance	balance	NN	O		

65.1	Employers	employer	NNS	O		
65.2	fail	fail	VBP	O		
65.3	to	to	TO	O		
65.4	make	make	VB	O		
65.5	a	a	DT	O		
65.6	good	good	JJ	O		
65.7	faith	faith	NN	O		
65.8	effort	effort	NN	O		

66.1	Employers	employer	NNS	O		
66.2	havent	havent	VBP	O		
66.3	made	make	VBN	O		
66.4	a	a	DT	O		
66.5	good	good	JJ	O		
66.6	faith	faith	NN	O		
66.7	effort	effort	NN	O		

67.1	UNESCO	UNESCO	NNP	ORGANIZATION		
67.2	play	play	VB	O		
67.3	a	a	DT	O		
67.4	leading	lead	VBG	O		
67.5	role	role	NN	O		
67.6	in	in	IN	O		
67.7	adult	adult	JJ	O		
67.8	education	education	NN	O		

68.1	UNESCO	UNESCO	NNP	ORGANIZATION		
68.2	play	play	VB	O		
68.3	a	a	DT	O		
68.4	critical	critical	JJ	O		
68.5	role	role	NN	O		
68.6	in	in	IN	O		
68.7	adult	adult	JJ	O		
68.8	education	education	NN	O		

69.1	The	the	DT	O		
69.2	band	band	NN	O		
69.3	look	look	NN	O		
69.4	to	to	TO	O		
69.5	expand	expand	VB	O		
69.6	its	its	PRP$	O		
69.7	ranks	rank	NNS	O		

70.1	The	the	DT	O		
70.2	band	band	NN	O		
70.3	want	want	VBP	O		
70.4	to	to	TO	O		
70.5	grow	grow	VB	O		
70.6	its	its	PRP$	O		
70.7	ranks	rank	NNS	O		

71.1	this	this	DT	O		
71.2	web	web	NN	O		
71.3	site	site	NN	O		
71.4	be	be	VB	O		
71.5	a	a	DT	O		
71.6	substitute	substitute	NN	O		
71.7	for	for	IN	O		
71.8	medical	medical	JJ	O		
71.9	advice	advice	NN	O		

72.1	this	this	DT	O		
72.2	web	web	NN	O		
72.3	site	site	NN	O		
72.4	be	be	VB	O		
72.5	construed	construe	VBN	O		
72.6	as	as	IN	O		
72.7	medical	medical	JJ	O		
72.8	advice	advice	NN	O		

73.1	many	many	JJ	O		
73.2	people	people	NNS	O		
73.3	crave	crave	VBP	O		
73.4	in	in	IN	O		
73.5	their	they	PRP$	O		
73.6	church	church	NN	O		

74.1	many	many	JJ	O		
74.2	people	people	NNS	O		
74.3	want	want	VBP	O		
74.4	more	more	RBR	O		
74.5	in	in	IN	O		
74.6	their	they	PRP$	O		
74.7	church	church	NN	O		

75.1	The	the	DT	O		
75.2	Vikings	Vikings	NNPS	ORGANIZATION		
75.3	end	end	VB	O		
75.4	up	up	RP	O		
75.5	lose	lose	VB	O		
75.6	this	this	DT	O		
75.7	game	game	NN	O		

76.1	The	the	DT	O		
76.2	Vikings	Vikings	NNPS	PERSON		
76.3	miss	miss	VBP	O		
76.4	out	out	RP	O		
76.5	on	on	IN	O		
76.6	this	this	DT	O		
76.7	game	game	NN	O		

77.1	everybody	everybody	NN	O		
77.2	sit	sit	VBP	O		
77.3	in	in	IN	O		
77.4	the	the	DT	O		
77.5	park	park	NN	O		

78.1	everybody	everybody	NN	O		
78.2	go	go	VB	O		
78.3	in	in	IN	O		
78.4	the	the	DT	O		
78.5	park	park	NN	O		

79.1	Regulations	Regulations	NNPS	O		
79.2	increase	increase	VBP	O		
79.3	the	the	DT	O		
79.4	cost	cost	NN	O		
79.5	of	of	IN	O		
79.6	building	building	NN	O		

80.1	Regulations	Regulations	NNPS	O		
80.2	affect	affect	VBP	O		
80.3	the	the	DT	O		
80.4	cost	cost	NN	O		
80.5	of	of	IN	O		
80.6	building	building	NN	O		

81.1	the	the	DT	O		
81.2	menu	menu	NN	O		
81.3	provide	provide	VBP	O		
81.4	something	something	NN	O		
81.5	for	for	IN	O		
81.6	all	all	DT	O		
81.7	tastes	taste	NNS	O		

82.1	the	the	DT	O		
82.2	menu	menu	NN	O		
82.3	offer	offer	NN	O		
82.4	something	something	NN	O		
82.5	for	for	IN	O		
82.6	all	all	DT	O		
82.7	tastes	taste	NNS	O		

83.1	the	the	DT	O		
83.2	soldier	soldier	NN	O		
83.3	get	get	VB	O		
83.4	out	out	IN	O		
83.5	of	of	IN	O		
83.6	his	he	PRP$	O		
83.7	car	car	NN	O		

84.1	the	the	DT	O		
84.2	soldier	soldier	NN	O		
84.3	be	be	VB	O		
84.4	out	out	IN	O		
84.5	of	of	IN	O		
84.6	his	he	PRP$	O		
84.7	car	car	NN	O		

85.1	the	the	DT	O		
85.2	Chinese	chinese	JJ	MISC		
85.3	language	language	NN	O		
85.4	be	be	VB	O		
85.5	composed	compose	VBN	O		
85.6	of	of	IN	O		
85.7	characters	character	NNS	O		

86.1	the	the	DT	O		
86.2	Chinese	chinese	JJ	MISC		
86.3	language	language	NN	O		
86.4	consist	consist	VBP	O		
86.5	of	of	IN	O		
86.6	characters	character	NNS	O		

87.1	the	the	DT	O		
87.2	birds	bird	NNS	O		
87.3	come	come	VBP	O		
87.4	for	for	IN	O		
87.5	four	four	CD	DURATION	P4D	<TIMEX3 tid="t4" type="DURATION" value="P4D">four days</TIMEX3>
87.6	days	day	NNS	DURATION	P4D	<TIMEX3 tid="t4" type="DURATION" value="P4D">four days</TIMEX3>

88.1	the	the	DT	O		
88.2	birds	bird	NNS	O		
88.3	keep	keep	VBP	O		
88.4	come	come	VBN	O		
88.5	for	for	IN	O		
88.6	four	four	CD	DURATION	P4D	<TIMEX3 tid="t5" type="DURATION" value="P4D">four days</TIMEX3>
88.7	days	day	NNS	DURATION	P4D	<TIMEX3 tid="t5" type="DURATION" value="P4D">four days</TIMEX3>

89.1	their	they	PRP$	O		
89.2	interests	interest	NNS	O		
89.3	be	be	VB	O		
89.4	aligned	align	VBN	O		
89.5	with	with	IN	O		
89.6	yours	yours	PRP$	O		

90.1	their	they	PRP$	O		
90.2	interests	interest	NNS	O		
90.3	ally	ally	VBP	O		
90.4	with	with	IN	O		
90.5	yours	yours	PRP$	O		

91.1	him	he	PRP	O		
91.2	provide	provide	VBP	O		
91.3	further	further	JJ	O		
91.4	information	information	NN	O		
91.5	on	on	IN	O		
91.6	Muhammad	Muhammad	NNP	PERSON		
91.7	's	's	POS	O		
91.8	life	life	NN	O		

92.1	him	he	PRP	O		
92.2	provide	provide	VBP	O		
92.3	detail	detail	NN	O		
92.4	about	about	IN	O		
92.5	Muhammad	Muhammad	NNP	PERSON		
92.6	's	's	POS	O		
92.7	life	life	NN	O		

93.1	these	these	DT	O		
93.2	people	people	NNS	O		
93.3	pray	pray	VBP	O		
93.4	to	to	TO	O		
93.5	our	we	PRP$	O		
93.6	God	God	NNP	O		

94.1	these	these	DT	O		
94.2	people	people	NNS	O		
94.3	worship	worship	NN	O		
94.4	our	we	PRP$	O		
94.5	God	God	NNP	O		

95.1	this	this	DT	O		
95.2	guy	guy	NN	O		
95.3	come	come	VBN	O		
95.4	look	look	NN	O		
95.5	for	for	IN	O		
95.6	an	a	DT	O		
95.7	argument	argument	NN	O		

96.1	this	this	DT	O		
96.2	guy	guy	NN	O		
96.3	search	search	NN	O		
96.4	for	for	IN	O		
96.5	an	a	DT	O		
96.6	argument	argument	NN	O		

97.1	humans	human	NNS	O		
97.2	be	be	VB	O		
97.3	held	hold	VBN	O		
97.4	accountable	accountable	JJ	O		
97.5	for	for	IN	O		
97.6	their	they	PRP$	O		
97.7	actions	action	NNS	O		

98.1	humans	human	NNS	O		
98.2	be	be	VB	O		
98.3	judged	judge	VBN	O		
98.4	by	by	IN	O		
98.5	their	they	PRP$	O		
98.6	actions	action	NNS	O		

99.1	Secondhand	secondhand	JJ	O		
99.2	smoke	smoke	NN	O		
99.3	be	be	VB	O		
99.4	designated	designate	VBN	O		
99.5	as	as	IN	O		
99.6	a	a	DT	O		
99.7	known	known	JJ	O		
99.8	human	human	JJ	O		
99.9	carcinogen	carcinogen	NN	O		

100.1	Secondhand	secondhand	JJ	O		
100.2	smoke	smoke	NN	O		
100.3	be	be	VB	O		
100.4	named	name	VBN	O		
100.5	as	as	IN	O		
100.6	a	a	DT	O		
100.7	known	known	JJ	O		
100.8	human	human	JJ	O		
100.9	carcinogen	carcinogen	NN	O		

101.1	the	the	DT	O		
101.2	chief	chief	NN	O		
101.3	warn	warn	VB	O		
101.4	him	he	PRP	O		

102.1	the	the	DT	O		
102.2	chief	chief	NN	O		
102.3	caution	caution	NN	O		
102.4	him	he	PRP	O		

103.1	the	the	DT	O		
103.2	colors	color	NNS	O		
103.3	come	come	VBP	O		
103.4	from	from	IN	O		
103.5	the	the	DT	O		
103.6	sunlight	sunlight	NN	O		

104.1	the	the	DT	O		
104.2	colors	color	NNS	O		
104.3	be	be	VB	O		
104.4	derived	derive	VBN	O		
104.5	from	from	IN	O		
104.6	the	the	DT	O		
104.7	sunlight	sunlight	NN	O		

105.1	your	you	PRP$	O		
105.2	partner	partner	NN	O		
105.3	finish	finish	NN	O		
105.4	treatment	treatment	NN	O		

106.1	your	you	PRP$	O		
106.2	partner	partner	NN	O		
106.3	finish	finish	NN	O		
106.4	up	up	IN	O		
106.5	treatment	treatment	NN	O		

107.1	my	my	PRP$	O		
107.2	credit	credit	NN	O		
107.3	appear	appear	VB	O		
107.4	on	on	IN	O		
107.5	my	my	PRP$	O		
107.6	account	account	NN	O		

108.1	my	my	PRP$	O		
108.2	credit	credit	NN	O		
108.3	appear	appear	VBP	O		
108.4	in	in	IN	O		
108.5	my	my	PRP$	O		
108.6	account	account	NN	O		

109.1	CERT	CERT	NNP	O		
109.2	be	be	VB	O		
109.3	an	a	DT	O		
109.4	abbreviation	abbreviation	NN	O		
109.5	of	of	IN	O		
109.6	Computer	computer	NN	O		
109.7	Emergency	emergency	NN	O		
109.8	Response	response	NN	O		
109.9	Team	Team	NNP	O		

110.1	CERT	CERT	NNP	O		
110.2	mean	mean	VB	O		
110.3	Computer	computer	NN	ORGANIZATION		
110.4	Emergency	emergency	NN	ORGANIZATION		
110.5	Response	response	NN	ORGANIZATION		
110.6	Team	Team	NNP	ORGANIZATION		

111.1	Interview	Interview	NNP	O		
111.2	post	post	NN	O		
111.3	on	on	IN	O		
111.4	November	November	NNP	DATE	2007-11-17	<TIMEX3 tid="t6" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>
111.5	17	17	CD	DATE	2007-11-17	<TIMEX3 tid="t6" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>
111.6	,	,	,	DATE	2007-11-17	<TIMEX3 tid="t6" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>
111.7	2007	2007	CD	DATE	2007-11-17	<TIMEX3 tid="t6" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>

112.1	Interview	Interview	NNP	O		
112.2	post	post	NN	O		
112.3	at	at	IN	O		
112.4	November	November	NNP	DATE	2007-11-17	<TIMEX3 tid="t7" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>
112.5	17	17	CD	DATE	2007-11-17	<TIMEX3 tid="t7" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>
112.6	,	,	,	DATE	2007-11-17	<TIMEX3 tid="t7" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>
112.7	2007	2007	CD	DATE	2007-11-17	<TIMEX3 tid="t7" type="DATE" value="2007-11-17">November 17 , 2007</TIMEX3>

113.1	Marie	Marie	NNP	PERSON		
113.2	love	love	NN	O		
113.3	to	to	TO	O		
113.4	hear	hear	VB	O		
113.5	from	from	IN	O		
113.6	readers	reader	NNS	O		

114.1	Marie	Marie	NNP	PERSON		
114.2	enjoy	enjoy	VB	O		
114.3	hear	hear	VB	O		
114.4	from	from	IN	O		
114.5	readers	reader	NNS	O		

115.1	the	the	DT	O		
115.2	programme	programme	NN	O		
115.3	prove	prove	VBP	O		
115.4	to	to	TO	O		
115.5	be	be	VB	O		
115.6	a	a	DT	O		
115.7	great	great	JJ	O		
115.8	success	success	NN	O		

116.1	the	the	DT	O		
116.2	programme	programme	NN	O		
116.3	be	be	VB	O		
116.4	something	something	NN	O		
116.5	of	of	IN	O		
116.6	a	a	DT	O		
116.7	great	great	JJ	O		
116.8	success	success	NN	O		

117.1	the	the	DT	O		
117.2	Lord	Lord	NNP	O		
117.3	Jesus	Jesus	NNP	PERSON		
117.4	Christ	Christ	NNP	PERSON		
117.5	die	die	VB	O		
117.6	for	for	IN	O		
117.7	the	the	DT	O		
117.8	sins	sin	NNS	O		
117.9	of	of	IN	O		
117.10	the	the	DT	O		
117.11	world	world	NN	O		

118.1	the	the	DT	O		
118.2	Lord	Lord	NNP	O		
118.3	Jesus	Jesus	NNP	PERSON		
118.4	Christ	Christ	NNP	PERSON		
118.5	lay	lay	VBD	O		
118.6	down	down	RP	O		
118.7	his	he	PRP$	O		
118.8	life	life	NN	O		
118.9	for	for	IN	O		
118.10	the	the	DT	O		
118.11	sins	sin	NNS	O		
118.12	of	of	IN	O		
118.13	the	the	DT	O		
118.14	world	world	NN	O		

119.1	The	the	DT	O		
119.2	lounge	lounge	NN	O		
119.3	be	be	VB	O		
119.4	open	open	JJ	O		
119.5	for	for	IN	O		
119.6	lunch	lunch	NN	O		
119.7	and	and	CC	O		
119.8	dinner	dinner	NN	O		

120.1	The	the	DT	O		
120.2	lounge	lounge	NN	O		
120.3	serve	serve	VB	O		
120.4	up	up	RP	O		
120.5	lunch	lunch	NN	O		
120.6	and	and	CC	O		
120.7	dinner	dinner	NN	O		

121.1	The	the	DT	O		
121.2	remainder	remainder	NN	O		
121.3	of	of	IN	O		
121.4	this	this	DT	O		
121.5	document	document	NN	O		
121.6	be	be	VB	O		
121.7	divided	divide	VBN	O		
121.8	up	up	RP	O		
121.9	into	into	IN	O		
121.10	sections	section	NNS	O		

122.1	The	the	DT	O		
122.2	remainder	remainder	NN	O		
122.3	of	of	IN	O		
122.4	this	this	DT	O		
122.5	document	document	NN	O		
122.6	be	be	VB	O		
122.7	subdivided	subdivide	VBN	O		
122.8	into	into	IN	O		
122.9	sections	section	NNS	O		

123.1	This	this	DT	O		
123.2	process	process	NN	O		
123.3	end	end	NN	O		
123.4	in	in	IN	O		
123.5	Oregon	Oregon	NNP	LOCATION		

124.1	This	this	DT	O		
124.2	process	process	NN	O		
124.3	reach	reach	NN	O		
124.4	Oregon	oregon	NN	LOCATION		

125.1	vehicles	vehicle	NNS	O		
125.2	be	be	VB	O		
125.3	covered	cover	VBN	O		
125.4	by	by	IN	O		
125.5	auto	auto	NN	O		
125.6	insurance	insurance	NN	O		

126.1	vehicles	vehicle	NNS	O		
126.2	be	be	VB	O		
126.3	under	under	IN	O		
126.4	auto	auto	NN	O		
126.5	insurance	insurance	NN	O		

